id	string
1010606	a,The Center of Alligator Island\0
1010607	a,Anghel Waterfall\0
1010608	a,Center of the Elven Ruins\0
1010609	a,Hot Springs\0
1010610	a,The Center of the Hot Springs\0
1010611	a,The Center of Dragon Valley\0
1010612	a,Neutral Zone\0
1010613	a,The Center of the Neutral Zone\0
1010614	a,Cruma Marshlands\0
1010615	a,The Center of the Cruma Marshlands\0
1010616	a,Timak Outpost\0
1010617	a,The Center of the Enchanted Valley\0
1010618	a,Enchanted Valley, Southern Region\0
1010619	a,Enchanted Valley, Northern Region\0
1010620	a,Frost Lake\0
1010621	a,Wastelands\0
1010622	a,Wastelands, Western Region\0
1010647	a,The Immortal Plateau\0
1010648	a,Kamael Village\0
1010649	a,Isle of Souls Base\0
1010650	a,Golden Hills Base\0
1010651	a,Mimir's Forest Base\0
1010652	a,Isle of Souls Harbor\0
1010653	a,Stronghold I\0
1010654	a,Stronghold II\0
1010655	a,Stronghold III\0
1010656	a,Fortress West Gate\0
1010657	a,Fortress East Gate\0
1010658	a,Fortress North Gate\0
1010659	a,Fortress South Gate\0
1010660	a,Front of the Valley Fortress\0
1010661	a,Goddard Town Square\0
1010662	a,Front of the Goddard Castle Gate\0
1010663	a,Gludio Town Square\0
1010664	a,Front of the Gludio Castle Gate\0
1010665	a,Giran Town Square\0
1010666	a,Front of the Giran Castle Gate\0
1010667	a,Front of the Southern Fortress\0
1010668	a,Front of the Swamp Fortress\0
1010669	a,Dion Town Square\0
1010670	a,Front of the Dion Castle Gate\0
1010671	a,Rune Town Square\0
1010672	a,Front of the Rune Castle Gate\0
1010673	a,Front of the White Sand Fortress\0
1010674	a,Front of the Basin Fortress\0
1010675	a,Front of the Ivory Fortress\0
1010676	a,Schuttgart Town Square\0
1010677	a,Front of the Schuttgart Castle Gate\0
1010678	a,Aden Town Square\0
1010679	a,Front of the Aden Castle Gate\0
1010680	a,Front of the Shanty Fortress\0
1010681	a,Oren Town Square\0
1010682	a,Front of the Oren Castle Gate\0
1010683	a,Front of the Archaic Fortress\0
1010684	a,Front of the Innadril Castle Gate\0
1010685	a,Front of the Border Fortress\0
1010686	a,Heine Town Square\0
1010687	a,Front of the Hive Fortress\0
1010688	a,Front of the Narsell Fortress\0
1010689	a,Front of the Gludio Castle\0
1010690	a,Front of the Dion Castle\0
1010691	a,Front of the Giran Castle\0
1010692	a,Front of the Oren Castle\0
1010693	a,Front of the Aden Castle\0
1010694	a,Front of the Innadril Castle\0
1010695	a,Front of the Goddard Castle\0
1010696	a,Front of the Rune Castle\0
1010697	a,Front of the Schuttgart Castle\0
1010698	a,Primeval Isle Wharf\0
1010699	a,Isle of Prayer\0
1010700	a,Mithril Mines Western Entrance\0
1010701	a,Mithril Mines Eastern Entrance\0
1010702	a,The Giant's Cave Upper Layer\0
1010703	a,The Giant's Cave Lower Layer\0
1010704	a,Field of Silence Center\0
1010705	a,Field of Whispers Center\0
1010706	a,Shyeed's Cavern\0
1010707	a,Sel Mahum Training Grounds (South Gate)\0
1010708	a,Sel Mahum Training Grounds (Center)\0
1010709	a,Seed of Infinity Dock\0
1010710	a,Seed of Destruction Dock\0
1010711	a,Seed of Annihilation Dock\0
1010712	a,Town of Aden Einhasad Temple Priest Wood\0
1010713	a,Hunter's Village Separated Soul Front\0
1110001	a,<a action="bypass -h menu_select?ask=419&reply=0">Can be used for item transportation.</a><br>\0
1110002	a,<a action="bypass -h menu_select?ask=419&reply=0">Can help during hunting by assisting in attacks. </a><br>\0
1110003	a,<a action="bypass -h menu_select?ask=419&reply=1">Can be sent to the village to buy items.</a><br>\0
1110004	a,<a action="bypass -h menu_select?ask=419&reply=0">Can be traded or sold to a new owner for adena.</a><br>\0
1110005	a,<a action="bypass -h menu_select?ask=419&reply=0">None of the above.</a><br>\0
1110006	a,<a action="bypass -h menu_select?ask=419&reply=1">When taking down a monster, always have a pet's company.</a><br>\0
1110007	a,<a action="bypass -h menu_select?ask=419&reply=0">Tell your pet to pick up items.</a><br>\0
1110008	a,<a action="bypass -h menu_select?ask=419&reply=0">Tell your pet to attack monsters first.</a><br>\0
1110009	a,<a action="bypass -h menu_select?ask=419&reply=0">Let your pet do what it wants.</a><br>\0
1110010	a,<a action="bypass -h menu_select?ask=419&reply=0">None of the above.</a><br>\0
1110011	a,<a action="bypass -h menu_select?ask=419&reply=0">10 hours</a><br>\0
1110012	a,<a action="bypass -h menu_select?ask=419&reply=0">15 hours</a><br>\0
1110013	a,<a action="bypass -h menu_select?ask=419&reply=1">It won't disappear.</a><br>\0
1110014	a,<a action="bypass -h menu_select?ask=419&reply=0">25 hours</a><br>\0
1110015	a,<a action="bypass -h menu_select?ask=419&reply=0">None of the above.</a><br>\0
1110016	a,<a action="bypass -h menu_select?ask=419&reply=1">Dire Wolf</a><br>\0
1110017	a,<a action="bypass -h menu_select?ask=419&reply=0">Air Wolf</a><br>\0
1110018	a,<a action="bypass -h menu_select?ask=419&reply=0">Turek Wolf</a><br>\0
1110019	a,<a action="bypass -h menu_select?ask=419&reply=0">Kasha Wolf</a><br>\0
1110020	a,<a action="bypass -h menu_select?ask=419&reply=0">None of the above.</a><br>\0
1110021	a,<a action="bypass -h menu_select?ask=419&reply=1">It's tail is always pointing straight down.</a><br>\0
1110022	a,<a action="bypass -h menu_select?ask=419&reply=0">It's tail is always curled up.</a><br>\0
1110023	a,<a action="bypass -h menu_select?ask=419&reply=0">It's tail is always wagging back and forth.</a><br>\0
1110024	a,<a action="bypass -h menu_select?ask=419&reply=0">What are you talking about?! A wolf doesn't have a tail.</a><br>\0
1110025	a,<a action="bypass -h menu_select?ask=419&reply=0">None of the above.</a><br>\0
1110026	a,<a action="bypass -h menu_select?ask=419&reply=0">Raccoon</a><br>\0
1110027	a,<a action="bypass -h menu_select?ask=419&reply=0">Jackal</a><br>\0
1110028	a,<a action="bypass -h menu_select?ask=419&reply=0">Fox</a><br>\0
1110029	a,<a action="bypass -h menu_select?ask=419&reply=0">Shepherd Dog</a><br>\0
1110030	a,<a action="bypass -h menu_select?ask=419&reply=1">None of the above.</a><br>\0
1110031	a,<a action="bypass -h menu_select?ask=419&reply=0">1.4 km</a><br>\0
1110032	a,<a action="bypass -h menu_select?ask=419&reply=1">2.4 km</a><br>\0
1110033	a,<a action="bypass -h menu_select?ask=419&reply=0">3.4 km</a><br>\0
1110034	a,<a action="bypass -h menu_select?ask=419&reply=0">4.4 km</a><br>\0
1110035	a,<a action="bypass -h menu_select?ask=419&reply=0">None of the above.</a><br>\0
1110036	a,<a action="bypass -h menu_select?ask=419&reply=1">Male</a><br>\0
1110037	a,<a action="bypass -h menu_select?ask=419&reply=0">Female</a><br>\0
1110038	a,<a action="bypass -h menu_select?ask=419&reply=0">A baby that was born last year</a><br>\0
1110039	a,<a action="bypass -h menu_select?ask=419&reply=0">A baby that was born two years ago</a><br>\0
1110040	a,<a action="bypass -h menu_select?ask=419&reply=0">None of the above.</a><br>\0
1110041	a,<a action="bypass -h menu_select?ask=419&reply=0">Goat</a><br>\0
1110042	a,<a action="bypass -h menu_select?ask=419&reply=0">Meat of a dead animal</a><br>\0
1110043	a,<a action="bypass -h menu_select?ask=419&reply=0">Berries</a><br>\0
1110044	a,<a action="bypass -h menu_select?ask=419&reply=0">Wild Bird</a><br>\0
1110045	a,<a action="bypass -h menu_select?ask=419&reply=1">None of the above.</a><br>\0
1110046	a,<a action="bypass -h menu_select?ask=419&reply=0">Breeding season is January-February.</a><br>\0
1110047	a,<a action="bypass -h menu_select?ask=419&reply=1">Pregnancy is nine months.</a><br>\0
1110048	a,<a action="bypass -h menu_select?ask=419&reply=0">Babies are born in April-June.</a><br>\0
1110049	a,<a action="bypass -h menu_select?ask=419&reply=0">Has up to ten offspring at one time.</a><br>\0
1110050	a,<a action="bypass -h menu_select?ask=419&reply=0">None of the above.</a><br>\0
1110051	a,<a action="bypass -h menu_select?ask=419&reply=0">3-6 years</a><br>\0
1110052	a,<a action="bypass -h menu_select?ask=419&reply=0">6-9 years</a><br>\0
1110053	a,<a action="bypass -h menu_select?ask=419&reply=0">9-12 years</a><br>\0
1110054	a,<a action="bypass -h menu_select?ask=419&reply=1">12-15 years</a><br>\0
1110055	a,<a action="bypass -h menu_select?ask=419&reply=0">None of the above.</a><br>\0
1110056	a,<a action="bypass -h menu_select?ask=419&reply=0">Wolves gather and move in groups of 7-13 animals.</a><br>\0
1110057	a,<a action="bypass -h menu_select?ask=419&reply=0">Wolves can eat a whole calf in one sitting.</a><br>\0
1110058	a,<a action="bypass -h menu_select?ask=419&reply=0">If they have water, wolves can live for 5-6 days without eating anything.</a><br>\0
1110059	a,<a action="bypass -h menu_select?ask=419&reply=1">A pregnant wolf makes its home in a wide open place to have its babies.</a><br>\0
1110060	a,<a action="bypass -h menu_select?ask=419&reply=0">None of the above.</a><br>\0
1110061	a,<a action="bypass -h menu_select?ask=419&reply=1">A grown wolf is still not as heavy as a fully-grown male adult human.</a><br>\0
1110062	a,<a action="bypass -h menu_select?ask=419&reply=0">A wolf changes into a werewolf during a full-moon.</a><br>\0
1110063	a,<a action="bypass -h menu_select?ask=419&reply=0">The color of a wolf's fur is the same as the place where it lives.</a><br>\0
1110064	a,<a action="bypass -h menu_select?ask=419&reply=0">A wolf enjoys eating Dwarves.</a><br>\0
1110065	a,<a action="bypass -h menu_select?ask=419&reply=0">None of the above.</a><br>\0
1110066	a,<a action="bypass -h menu_select?ask=419&reply=0">Talking Island - Wolf</a><br>\0
1110067	a,<a action="bypass -h menu_select?ask=419&reply=0">Dark Forest - Ashen Wolf</a><br>\0
1110068	a,<a action="bypass -h menu_select?ask=419&reply=0">Elven Forest - Gray Wolf</a><br>\0
1110069	a,<a action="bypass -h menu_select?ask=419&reply=1">Orc - Black Wolf</a><br>\0
1110070	a,<a action="bypass -h menu_select?ask=419&reply=0">None of the above.</a><br>\0
1110071	a,... is the process of standing up.\0
1110072	a,... is the process of sitting down.\0
1110073	a,It is possible to use a skill while sitting down.\0
1110074	a,...is out of range.\0
1110075	a,<a action="bypass -h menu_select?ask=255&reply=3" msg="811;Monster Derby">Teleport to Monster Derby (Free)</a><br>\0
1111002	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Gladiator</a><br>\0
1111003	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Warlord</a><br>\0
1111005	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Paladin</a><br>\0
1111006	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Dark Avenger</a><br>\0
1111008	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Treasure Hunter</a><br>\0
1111009	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Hawkeye</a><br>\0
1111012	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Sorcerer</a><br>\0
1111013	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Necromancer</a><br>\0
1111014	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Warlock</a><br>\0
1111016	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Bishop</a><br>\0
1111017	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Prophet</a><br>\0
1111020	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Temple Knight</a><br>\0
1111021	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Swordsinger</a><br>\0
1111023	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Plainswalker</a><br>\0
1111024	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Silver Ranger</a><br>\0
1111027	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Spellsinger</a><br>\0
1111028	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Elemental Summoner</a><br>\0
1111030	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Elven Elder</a><br>\0
1111033	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Shillien Knight</a><br>\0
1111034	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Bladedancer</a><br>\0
1111036	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Abyssal Walker</a><br>\0
1111037	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Phantom Ranger</a><br>\0
1111040	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Spellhowler</a><br>\0
1111041	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Phantom Summoner</a><br>\0
1111043	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Shillien Elder</a><br>\0
1111046	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Destroyer</a><br>\0
1111048	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Tyrant</a><br>\0
1111051	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Overlord</a><br>\0
1111052	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Warcryer</a><br>\0
1111055	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Bounty Hunter</a><br>\0
1111057	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Warsmith</a><br>\0
1111058	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Duelist</a><br>\0
1111059	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Dreadnought</a><br>\0
1111060	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Phoenix Knight</a><br>\0
1111061	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Hell Knight</a><br>\0
1111062	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Sagittarius</a><br>\0
1111063	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Adventurer</a><br>\0
1111064	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Archmage</a><br>\0
1111065	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Soultaker</a><br>\0
1111066	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Arcana Lord</a><br>\0
1111067	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Cardinal</a><br>\0
1111068	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Hierophant</a><br>\0
1111069	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Eva's Templar</a><br>\0
1111070	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Sword Muse</a><br>\0
1111071	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Wind Rider</a><br>\0
1111072	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Moonlight Sentinel</a><br>\0
1111073	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Mystic Muse</a><br>\0
1111074	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Elemental Master</a><br>\0
1111075	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Eva's Saint</a><br>\0
1111076	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Shillien Templar</a><br>\0
1111077	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Spectral Dancer</a><br>\0
1111078	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Ghost Hunter</a><br>\0
1111079	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Ghost Sentinel</a><br>\0
1111080	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Storm Screamer</a><br>\0
1111081	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Spectral Master</a><br>\0
1111082	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Shillien Saint</a><br>\0
1111083	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Titan</a><br>\0
1111084	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Grand Khavatari</a><br>\0
1111085	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Dominator</a><br>\0
1111086	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Doomcryer</a><br>\0
1111087	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Fortune Seeker</a><br>\0
1111088	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Maestro</a><br>\0
1112002	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Gladiator</a><br>\0
1112003	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Warlord</a><br>\0
1112005	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Paladin</a><br>\0
1112006	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Dark Avenger</a><br>\0
1112008	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Treasure Hunter</a><br>\0
1112009	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Hawkeye</a><br>\0
1112012	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Sorcerer</a><br>\0
1112013	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Necromancer</a><br>\0
1112014	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Warlock</a><br>\0
1112016	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Bishop</a><br>\0
1112017	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Prophet</a><br>\0
1112020	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Temple Knight</a><br>\0
1112021	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Swordsinger</a><br>\0
1112023	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Plainswalker</a><br>\0
1112024	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Silver Ranger</a><br>\0
1112027	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Spellsinger</a><br>\0
1112028	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Elemental Summoner</a><br>\0
1112030	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Elven Elder</a><br>\0
1112033	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Shillien Knight</a><br>\0
1112034	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Bladedancer</a><br>\0
1112036	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Abyssal Walker</a><br>\0
1112037	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Phantom Ranger</a><br>\0
1112040	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Spellhowler</a><br>\0
1112041	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Phantom Summoner</a><br>\0
1112043	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Shillien Elder</a><br>\0
1112046	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Destroyer</a><br>\0
1112048	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Tyrant</a><br>\0
1112051	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Overlord</a><br>\0
1112052	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Warcryer</a><br>\0
1112055	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Bounty Hunter</a><br>\0
1112057	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Warsmith</a><br>\0
1112058	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Duelist</a><br>\0
1112059	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Dreadnought</a><br>\0
1112060	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Phoenix Knight</a><br>\0
1112061	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Hell Knight</a><br>\0
1112062	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Sagittarius</a><br>\0
1112063	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Adventurer</a><br>\0
1112064	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Archmage</a><br>\0
1112065	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Soultaker</a><br>\0
1112066	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Arcana Lord</a><br>\0
1112067	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Cardinal</a><br>\0
1112068	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Hierophant</a><br>\0
1112069	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Eva's Templar</a><br>\0
1112070	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Sword Muse</a><br>\0
1112071	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Wind Rider</a><br>\0
1112072	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Moonlight Sentinel</a><br>\0
1112073	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Mystic Muse</a><br>\0
1112074	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Elemental Master</a><br>\0
1112075	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Eva's Saint</a><br>\0
1112076	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Shillien Templar</a><br>\0
1112077	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Spectral Dancer</a><br>\0
1112078	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Ghost Hunter</a><br>\0
1112079	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Ghost Sentinel</a><br>\0
1112080	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Storm Screamer</a><br>\0
1112081	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Spectral Master</a><br>\0
1112082	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Shillien Saint</a><br>\0
1112083	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Titan</a><br>\0
1112084	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Grand Khavatari</a><br>\0
1112085	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Dominator</a><br>\0
1112086	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Doomcryer</a><br>\0
1112087	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Fortune Seeker</a><br>\0
1112088	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Maestro</a><br>\0
1113002	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Gladiator</a><br>\0
1113003	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Warlord</a><br>\0
1113005	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Paladin</a><br>\0
1113006	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Dark Avenger</a><br>\0
1113008	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Treasure Hunter</a><br>\0
1113009	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Hawkeye</a><br>\0
1113012	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Sorcerer</a><br>\0
1113013	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Necromancer</a><br>\0
1113014	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Warlock</a><br>\0
1113016	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Bishop</a><br>\0
1113017	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Prophet</a><br>\0
1113020	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Temple Knight</a><br>\0
1113021	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Swordsinger</a><br>\0
1113023	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Plainswalker</a><br>\0
1113024	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Silver Ranger</a><br>\0
1113027	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Spellsinger</a><br>\0
1113028	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Elemental Summoner</a><br>\0
1113030	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Elven Elder</a><br>\0
1113033	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Shillien Knight</a><br>\0
1113034	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Bladedancer</a><br>\0
1113036	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Abyssal Walker</a><br>\0
1113037	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Phantom Ranger</a><br>\0
1113040	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Spellhowler</a><br>\0
1113041	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Phantom Summoner</a><br>\0
1113043	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Shillien Elder</a><br>\0
1113046	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Destroyer</a><br>\0
1113048	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Tyrant</a><br>\0
1113051	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Overlord</a><br>\0
1113052	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Warcryer</a><br>\0
1113055	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Bounty Hunter</a><br>\0
1113057	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Warsmith</a><br>\0
1113058	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Duelist</a><br>\0
1113059	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Dreadnought</a><br>\0
1113060	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Phoenix Knight</a><br>\0
1113061	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Hell Knight</a><br>\0
1113062	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Sagittarius</a><br>\0
1113063	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Adventurer</a><br>\0
1113064	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Archmage</a><br>\0
1113065	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Soultaker</a><br>\0
1113066	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Arcana Lord</a><br>\0
1113067	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Cardinal</a><br>\0
1113068	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Hierophant</a><br>\0
1113069	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Eva's Templar</a><br>\0
1113070	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Sword Muse</a><br>\0
1113071	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Wind Rider</a><br>\0
1113072	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Moonlight Sentinel</a><br>\0
1113073	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Mystic Muse</a><br>\0
1113074	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Elemental Master</a><br>\0
1113075	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Eva's Saint</a><br>\0
1113076	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Shillien Templar</a><br>\0
1113077	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Spectral Dancer</a><br>\0
1113078	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Ghost Hunter</a><br>\0
1113079	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Ghost Sentinel</a><br>\0
1113080	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Storm Screamer</a><br>\0
1113081	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Spectral Master</a><br>\0
1113082	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Shillien Saint</a><br>\0
1113083	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Titan</a><br>\0
